Job running on nodes: jean-zay-iam08
Resolved 60 packages in 73ms
Configuring sharding...
Number of distributed processes = 1
Number of total devices: 8
0/1 : global [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : local [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : hostname:  jean-zay-iam08
args_setup: Namespace(config='/lustre/fswork/projects/rech/rgs/uvm91ap/projects/deepNQS/ConvNext/13_12_24/ExpansionFactor/4/config.yaml', system='Shastry_Sutherland', network='ConvNext')
args: Namespace(config=None, system=None, network=None, L=10, J=[0.8, 1.0], n_blocks=[4], features=[72], expansion_factor=4, net_type='Vanilla', kernel_width=3, downsample_factor=2, init_kernel_width=1, samples_per_rank=512, n_chains_per_rank=512, discard_fraction=0.0, iters=[2500, 2500, 2500, 2500], lr=[0.01, 0.01, 0.01, 0.01], diag_shift=[0.01, 0.01, 0.01, 0.01], diag_shift_factor=[0.0001, 0.0001, 0.0001, 0.0001], r=1e-06, save_base='', save_num=0, seed=104, time_it=0, show_progress=1, chunk_size=512, lr_factor=[0.5, 0.5, 0.5, 0.5], save_every=100, symmetries=0, symmetry_ramping=1, momentum=0.9, checkpoint=1, post_iters=50, sweep_factor=1, double_precision=1)
Double precision enabled =  True
Using net_type=Vanilla
Number of symmetry stages = 4
Maximum no. of parameters = 184392, total number of samples = 4096
Using minSR = True
Running optimization...
Symmetry stage 0/3 on process 0:
Compiling...

  0%|          | 0/1 [00:00<?, ?it/s]2024-12-14 02:07:47.400313: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/1 [00:28<?, ?it/s, Energy=66.83+1.61j ± 0.70 [σ²=1989.61]]
100%|██████████| 1/1 [00:00<00:00,  3.43it/s, Energy=66.83+1.61j ± 0.70 [σ²=1989.61]]
100%|██████████| 1/1 [00:00<00:00,  3.42it/s, Energy=66.83+1.61j ± 0.70 [σ²=1989.61]]
Compilation time = 29s
Running optimization...

  0%|          | 0/2500 [00:00<?, ?it/s]2024-12-14 02:08:05.921161: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/2500 [00:14<?, ?it/s, Energy=14.40-0.05j ± 0.58 [σ²=1390.29]]
  0%|          | 0/2500 [00:01<?, ?it/s, Energy=-15.11-0.51j ± 0.46 [σ²=861.35]]
  0%|          | 1/2500 [00:01<1:21:42,  1.96s/it, Energy=-15.11-0.51j ± 0.46 [σ²=861.35]]
  0%|          | 1/2500 [00:03<1:21:42,  1.96s/it, Energy=-32.06-0.08j ± 0.42 [σ²=716.86]]
  0%|          | 2/2500 [00:03<1:18:38,  1.89s/it, Energy=-32.06-0.08j ± 0.42 [σ²=716.86]]
  0%|          | 2/2500 [00:05<1:18:38,  1.89s/it, Energy=-45.94-0.36j ± 0.40 [σ²=639.33]]
  0%|          | 3/2500 [00:05<1:17:39,  1.87s/it, Energy=-45.94-0.36j ± 0.40 [σ²=639.33]]
  0%|          | 3/2500 [00:07<1:17:39,  1.87s/it, Energy=-58.32-0.02j ± 0.39 [σ²=615.08]]
  0%|          | 4/2500 [00:07<1:17:18,  1.86s/it, Energy=-58.32-0.02j ± 0.39 [σ²=615.08]]
  0%|          | 4/2500 [00:09<1:17:18,  1.86s/it, Energy=-70.91+0.03j ± 0.38 [σ²=590.82]]
  0%|          | 5/2500 [00:09<1:16:59,  1.85s/it, Energy=-70.91+0.03j ± 0.38 [σ²=590.82]]
  0%|          | 5/2500 [00:11<1:16:59,  1.85s/it, Energy=-84.41+0.10j ± 0.37 [σ²=565.11]]
  0%|          | 6/2500 [00:11<1:16:53,  1.85s/it, Energy=-84.41+0.10j ± 0.37 [σ²=565.11]]
  0%|          | 6/2500 [00:13<1:16:53,  1.85s/it, Energy=-97.07+0.28j ± 0.35 [σ²=511.72]]
  0%|          | 7/2500 [00:13<1:16:49,  1.85s/it, Energy=-97.07+0.28j ± 0.35 [σ²=511.72]]
  0%|          | 7/2500 [00:14<1:16:49,  1.85s/it, Energy=-109.45+0.67j ± 0.34 [σ²=480.38]]
  0%|          | 8/2500 [00:14<1:16:46,  1.85s/it, Energy=-109.45+0.67j ± 0.34 [σ²=480.38]]
  0%|          | 8/2500 [00:16<1:16:46,  1.85s/it, Energy=-120.65+0.29j ± 0.32 [σ²=418.21]]
  0%|          | 9/2500 [00:16<1:16:43,  1.85s/it, Energy=-120.65+0.29j ± 0.32 [σ²=418.21]]
  0%|          | 9/2500 [00:18<1:16:43,  1.85s/it, Energy=-130.73+0.21j ± 0.29 [σ²=354.17]]
  0%|          | 10/2500 [00:18<1:16:41,  1.85s/it, Energy=-130.73+0.21j ± 0.29 [σ²=354.17]]
  0%|          | 10/2500 [00:20<1:16:41,  1.85s/it, Energy=-138.90-0.17j ± 0.26 [σ²=272.34]]
  0%|          | 11/2500 [00:20<1:16:40,  1.85s/it, Energy=-138.90-0.17j ± 0.26 [σ²=272.34]]
  0%|          | 11/2500 [00:22<1:16:40,  1.85s/it, Energy=-145.98+0.09j ± 0.24 [σ²=229.03]]
  0%|          | 12/2500 [00:22<1:16:31,  1.85s/it, Energy=-145.98+0.09j ± 0.24 [σ²=229.03]]
  0%|          | 12/2500 [00:24<1:16:31,  1.85s/it, Energy=-151.73-0.10j ± 0.21 [σ²=185.24]]
  1%|          | 13/2500 [00:24<1:16:29,  1.85s/it, Energy=-151.73-0.10j ± 0.21 [σ²=185.24]]
  1%|          | 13/2500 [00:25<1:16:29,  1.85s/it, Energy=-156.26-0.01j ± 0.19 [σ²=149.79]]
  1%|          | 14/2500 [00:25<1:16:29,  1.85s/it, Energy=-156.26-0.01j ± 0.19 [σ²=149.79]]
  1%|          | 14/2500 [00:27<1:16:29,  1.85s/it, Energy=-160.27+0.16j ± 0.17 [σ²=118.28]]
  1%|          | 15/2500 [00:27<1:16:21,  1.84s/it, Energy=-160.27+0.16j ± 0.17 [σ²=118.28]]
  2%|▏         | 41/2500 [01:15<1:15:32,  1.84s/it, Energy=-177.332+0.010j ± 0.061 [σ²=15.373]]
  2%|▏         | 41/2500 [01:17<1:15:32,  1.84s/it, Energy=-177.402+0.020j ± 0.062 [σ²=15.903]]
  2%|▏         | 42/2500 [01:17<1:15:31,  1.84s/it, Energy=-177.402+0.020j ± 0.062 [σ²=15.903]]
  2%|▏         | 42/2500 [01:19<1:15:31,  1.84s/it, Energy=-177.316+0.027j ± 0.061 [σ²=15.460]]
  2%|▏         | 43/2500 [01:19<1:15:29,  1.84s/it, Energy=-177.316+0.027j ± 0.061 [σ²=15.460]]
  2%|▏         | 43/2500 [01:21<1:15:29,  1.84s/it, Energy=-177.440+0.037j ± 0.064 [σ²=16.872]]
  2%|▏         | 44/2500 [01:21<1:15:26,  1.84s/it, Energy=-177.440+0.037j ± 0.064 [σ²=16.872]]
  2%|▏         | 44/2500 [01:23<1:15:26,  1.84s/it, Energy=-177.563-0.006j ± 0.062 [σ²=15.823]]
  2%|▏         | 45/2500 [01:23<1:15:24,  1.84s/it, Energy=-177.563-0.006j ± 0.062 [σ²=15.823]]
  2%|▏         | 45/2500 [01:24<1:15:24,  1.84s/it, Energy=-177.449+0.007j ± 0.064 [σ²=16.720]]
  2%|▏         | 46/2500 [01:24<1:15:23,  1.84s/it, Energy=-177.449+0.007j ± 0.064 [σ²=16.720]]
  2%|▏         | 46/2500 [01:26<1:15:23,  1.84s/it, Energy=-177.592-0.017j ± 0.061 [σ²=15.083]]
  2%|▏         | 47/2500 [01:26<1:15:21,  1.84s/it, Energy=-177.592-0.017j ± 0.061 [σ²=15.083]]
  2%|▏         | 47/2500 [01:28<1:15:21,  1.84s/it, Energy=-177.544+0.000j ± 0.062 [σ²=15.500]]
  2%|▏         | 48/2500 [01:28<1:15:19,  1.84s/it, Energy=-177.544+0.000j ± 0.062 [σ²=15.500]]
  2%|▏         | 48/2500 [01:30<1:15:19,  1.84s/it, Energy=-177.645-0.005j ± 0.061 [σ²=15.227]]
  2%|▏         | 49/2500 [01:30<1:15:17,  1.84s/it, Energy=-177.645-0.005j ± 0.061 [σ²=15.227]]
  2%|▏         | 49/2500 [01:32<1:15:17,  1.84s/it, Energy=-177.764-0.011j ± 0.062 [σ²=15.906]]
  2%|▏         | 50/2500 [01:32<1:15:15,  1.84s/it, Energy=-177.764-0.011j ± 0.062 [σ²=15.906]]
  2%|▏         | 50/2500 [01:34<1:15:15,  1.84s/it, Energy=-177.599-0.010j ± 0.061 [σ²=15.235]]
  2%|▏         | 51/2500 [01:34<1:15:14,  1.84s/it, Energy=-177.599-0.010j ± 0.061 [σ²=15.235]]
  2%|▏         | 51/2500 [01:36<1:15:14,  1.84s/it, Energy=-177.733-0.002j ± 0.061 [σ²=15.043]]
  2%|▏         | 52/2500 [01:36<1:15:12,  1.84s/it, Energy=-177.733-0.002j ± 0.061 [σ²=15.043]]
  2%|▏         | 52/2500 [01:37<1:15:12,  1.84s/it, Energy=-177.646+0.001j ± 0.061 [σ²=15.302]]
  2%|▏         | 53/2500 [01:37<1:15:10,  1.84s/it, Energy=-177.646+0.001j ± 0.061 [σ²=15.302]]
  2%|▏         | 53/2500 [01:39<1:15:10,  1.84s/it, Energy=-177.747-0.013j ± 0.063 [σ²=16.458]]
  2%|▏         | 54/2500 [01:39<1:15:07,  1.84s/it, Energy=-177.747-0.013j ± 0.063 [σ²=16.458]]
  2%|▏         | 54/2500 [01:41<1:15:07,  1.84s/it, Energy=-177.750-0.021j ± 0.065 [σ²=17.166]]
  2%|▏         | 55/2500 [01:41<1:15:05,  1.84s/it, Energy=-177.750-0.021j ± 0.065 [σ²=17.166]]
  2%|▏         | 55/2500 [01:43<1:15:05,  1.84s/it, Energy=-177.737-0.013j ± 0.060 [σ²=14.771]]
  2%|▏         | 56/2500 [01:43<1:15:03,  1.84s/it, Energy=-177.737-0.013j ± 0.060 [σ²=14.771]]
  2%|▏         | 56/2500 [01:45<1:15:03,  1.84s/it, Energy=-177.809-0.006j ± 0.063 [σ²=16.198]]
  2%|▏         | 57/2500 [01:45<1:15:00,  1.84s/it, Energy=-177.809-0.006j ± 0.063 [σ²=16.198]]
  2%|▏         | 57/2500 [01:47<1:15:00,  1.84s/it, Energy=-177.628+0.001j ± 0.066 [σ²=17.889]]
  2%|▏         | 58/2500 [01:47<1:14:58,  1.84s/it, Energy=-177.628+0.001j ± 0.066 [σ²=17.889]]
  2%|▏         | 58/2500 [01:48<1:14:58,  1.84s/it, Energy=-177.811+0.009j ± 0.064 [σ²=16.699]]
  2%|▏         | 59/2500 [01:48<1:14:57,  1.84s/it, Energy=-177.811+0.009j ± 0.064 [σ²=16.699]]
  2%|▏         | 59/2500 [01:50<1:14:57,  1.84s/it, Energy=-177.765-0.015j ± 0.063 [σ²=16.462]]
  2%|▏         | 60/2500 [01:50<1:14:56,  1.84s/it, Energy=-177.765-0.015j ± 0.063 [σ²=16.462]]
  2%|▏         | 60/2500 [01:52<1:14:56,  1.84s/it, Energy=-177.840+0.007j ± 0.063 [σ²=16.360]]
  2%|▏         | 61/2500 [01:52<1:14:54,  1.84s/it, Energy=-177.840+0.007j ± 0.063 [σ²=16.360]]
  2%|▏         | 61/2500 [01:54<1:14:54,  1.84s/it, Energy=-177.797-0.002j ± 0.062 [σ²=15.695]]
  2%|▏         | 62/2500 [01:54<1:14:52,  1.84s/it, Energy=-177.797-0.002j ± 0.062 [σ²=15.695]]
  2%|▏         | 62/2500 [01:56<1:14:52,  1.84s/it, Energy=-177.868-0.011j ± 0.061 [σ²=15.112]]
  3%|▎         | 63/2500 [01:56<1:14:51,  1.84s/it, Energy=-177.868-0.011j ± 0.061 [σ²=15.112]]
  3%|▎         | 63/2500 [01:58<1:14:51,  1.84s/it, Energy=-177.837-0.017j ± 0.062 [σ²=15.888]]
  3%|▎         | 64/2500 [01:58<1:14:49,  1.84s/it, Energy=-177.837-0.017j ± 0.062 [σ²=15.888]]
  3%|▎         | 64/2500 [01:59<1:14:49,  1.84s/it, Energy=-177.866+0.002j ± 0.060 [σ²=14.720]]
  3%|▎         | 65/2500 [01:59<1:14:46,  1.84s/it, Energy=-177.866+0.002j ± 0.060 [σ²=14.720]]
  3%|▎         | 65/2500 [02:01<1:14:46,  1.84s/it, Energy=-177.823+0.000j ± 0.064 [σ²=16.524]]
  3%|▎         | 66/2500 [02:01<1:14:45,  1.84s/it, Energy=-177.823+0.000j ± 0.064 [σ²=16.524]]
  3%|▎         | 66/2500 [02:03<1:14:45,  1.84s/it, Energy=-177.999+0.002j ± 0.061 [σ²=15.471]]
  3%|▎         | 67/2500 [02:03<1:14:37,  1.84s/it, Energy=-177.999+0.002j ± 0.061 [σ²=15.471]]
  3%|▎         | 67/2500 [02:05<1:14:37,  1.84s/it, Energy=-177.880-0.005j ± 0.062 [σ²=15.986]]
  3%|▎         | 68/2500 [02:05<1:14:37,  1.84s/it, Energy=-177.880-0.005j ± 0.062 [σ²=15.986]]
  3%|▎         | 68/2500 [02:07<1:14:37,  1.84s/it, Energy=-177.935+0.001j ± 0.063 [σ²=16.441]]
  3%|▎         | 69/2500 [02:07<1:14:36,  1.84s/it, Energy=-177.935+0.001j ± 0.063 [σ²=16.441]]
  3%|▎         | 69/2500 [02:09<1:14:36,  1.84s/it, Energy=-177.901-0.007j ± 0.060 [σ²=14.743]]
  3%|▎         | 70/2500 [02:09<1:14:35,  1.84s/it, Energy=-177.901-0.007j ± 0.060 [σ²=14.743]]
  3%|▎         | 70/2500 [02:11<1:14:35,  1.84s/it, Energy=-177.881-0.011j ± 0.063 [σ²=16.215]]
  3%|▎         | 71/2500 [02:11<1:14:35,  1.84s/it, Energy=-177.881-0.011j ± 0.063 [σ²=16.215]]
  3%|▎         | 71/2500 [02:12<1:14:35,  1.84s/it, Energy=-177.867+0.002j ± 0.066 [σ²=17.712]]
  3%|▎         | 72/2500 [02:12<1:14:27,  1.84s/it, Energy=-177.867+0.002j ± 0.066 [σ²=17.712]]
  3%|▎         | 72/2500 [02:14<1:14:27,  1.84s/it, Energy=-177.881-0.012j ± 0.063 [σ²=16.390]]
  3%|▎         | 73/2500 [02:14<1:14:28,  1.84s/it, Energy=-177.881-0.012j ± 0.063 [σ²=16.390]]
  3%|▎         | 73/2500 [02:16<1:14:28,  1.84s/it, Energy=-177.934-0.002j ± 0.064 [σ²=16.815]]
  3%|▎         | 74/2500 [02:16<1:14:27,  1.84s/it, Energy=-177.934-0.002j ± 0.064 [σ²=16.815]]
  3%|▎         | 74/2500 [02:18<1:14:27,  1.84s/it, Energy=-177.891-0.004j ± 0.062 [σ²=15.987]]
  3%|▎         | 75/2500 [02:18<1:14:27,  1.84s/it, Energy=-177.891-0.004j ± 0.062 [σ²=15.987]]
