Job running on nodes: jean-zay-iam38
Resolved 60 packages in 123ms
Configuring sharding...
Number of distributed processes = 1
Number of total devices: 8
0/1 : global [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : local [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : hostname:  jean-zay-iam38
args_setup: Namespace(config='/lustre/fswork/projects/rech/rgs/uvm91ap/projects/deepNQS/ConvNext/18_12_24/ExpansionFactor_depth2/3/config.yaml', system='Shastry_Sutherland', network='ConvNext')
args: Namespace(config=None, system=None, network=None, L=10, J=[0.8, 1.0], n_blocks=[2], features=[72], expansion_factor=4, net_type='Vanilla', kernel_width=3, downsample_factor=2, init_kernel_width=1, samples_per_rank=512, n_chains_per_rank=512, discard_fraction=0.0, iters=[2500, 2500, 2500, 2500], lr=[0.01, 0.01, 0.01, 0.01], diag_shift=[0.01, 0.01, 0.01, 0.01], diag_shift_factor=[0.0001, 0.0001, 0.0001, 0.0001], r=1e-06, save_base='', save_num=0, seed=6354, time_it=0, show_progress=1, chunk_size=512, lr_factor=[0.5, 0.5, 0.5, 0.5], save_every=100, symmetries=0, symmetry_ramping=1, momentum=0.9, checkpoint=1, post_iters=50, sweep_factor=1, double_precision=1)
Double precision enabled =  True
Using net_type=Vanilla
Number of symmetry stages = 4
Maximum no. of parameters = 97848, total number of samples = 4096
Using minSR = True
Running optimization...
Symmetry stage 0/3 on process 0:
Compiling...

  0%|          | 0/1 [00:00<?, ?it/s]2024-12-19 06:00:31.025796: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/1 [00:23<?, ?it/s, Energy=81.11+0.74j ± 0.60 [σ²=1482.32]]
100%|██████████| 1/1 [00:00<00:00,  4.69it/s, Energy=81.11+0.74j ± 0.60 [σ²=1482.32]]
100%|██████████| 1/1 [00:00<00:00,  4.68it/s, Energy=81.11+0.74j ± 0.60 [σ²=1482.32]]
Compilation time = 24s
Running optimization...

  0%|          | 0/2500 [00:00<?, ?it/s]2024-12-19 06:00:45.966331: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/2500 [00:10<?, ?it/s, Energy=40.11+0.10j ± 0.57 [σ²=1324.36]]
  0%|          | 0/2500 [00:01<?, ?it/s, Energy=12.23-0.39j ± 0.50 [σ²=1028.07]]
  0%|          | 1/2500 [00:01<1:06:30,  1.60s/it, Energy=12.23-0.39j ± 0.50 [σ²=1028.07]]
  0%|          | 1/2500 [00:03<1:06:30,  1.60s/it, Energy=-4.13+0.24j ± 0.44 [σ²=795.59]] 
  0%|          | 2/2500 [00:03<1:03:26,  1.52s/it, Energy=-4.13+0.24j ± 0.44 [σ²=795.59]]
  0%|          | 2/2500 [00:04<1:03:26,  1.52s/it, Energy=-14.68+0.05j ± 0.42 [σ²=712.70]]
  0%|          | 3/2500 [00:04<1:02:27,  1.50s/it, Energy=-14.68+0.05j ± 0.42 [σ²=712.70]]
  0%|          | 3/2500 [00:06<1:02:27,  1.50s/it, Energy=-23.00+0.53j ± 0.45 [σ²=816.74]]
  0%|          | 4/2500 [00:06<1:02:00,  1.49s/it, Energy=-23.00+0.53j ± 0.45 [σ²=816.74]]
  0%|          | 4/2500 [00:07<1:02:00,  1.49s/it, Energy=-31.87-0.15j ± 0.39 [σ²=615.84]]
  0%|          | 5/2500 [00:07<1:01:41,  1.48s/it, Energy=-31.87-0.15j ± 0.39 [σ²=615.84]]
  0%|          | 5/2500 [00:08<1:01:41,  1.48s/it, Energy=-40.48+0.06j ± 0.40 [σ²=649.91]]
  0%|          | 6/2500 [00:08<1:01:31,  1.48s/it, Energy=-40.48+0.06j ± 0.40 [σ²=649.91]]
  0%|          | 6/2500 [00:10<1:01:31,  1.48s/it, Energy=-49.10-0.57j ± 0.40 [σ²=655.61]]
  0%|          | 7/2500 [00:10<1:01:25,  1.48s/it, Energy=-49.10-0.57j ± 0.40 [σ²=655.61]]
  0%|          | 7/2500 [00:11<1:01:25,  1.48s/it, Energy=-57.84-0.44j ± 0.39 [σ²=634.78]]
  0%|          | 8/2500 [00:11<1:01:18,  1.48s/it, Energy=-57.84-0.44j ± 0.39 [σ²=634.78]]
  0%|          | 8/2500 [00:13<1:01:18,  1.48s/it, Energy=-68.77+0.23j ± 0.39 [σ²=607.66]]
  0%|          | 9/2500 [00:13<1:01:13,  1.47s/it, Energy=-68.77+0.23j ± 0.39 [σ²=607.66]]
  0%|          | 9/2500 [00:14<1:01:13,  1.47s/it, Energy=-80.64+0.36j ± 0.39 [σ²=616.83]]
  0%|          | 10/2500 [00:14<1:01:13,  1.48s/it, Energy=-80.64+0.36j ± 0.39 [σ²=616.83]]
  0%|          | 10/2500 [00:16<1:01:13,  1.48s/it, Energy=-92.85-0.53j ± 0.38 [σ²=598.54]]
  0%|          | 11/2500 [00:16<1:01:12,  1.48s/it, Energy=-92.85-0.53j ± 0.38 [σ²=598.54]]
  0%|          | 11/2500 [00:17<1:01:12,  1.48s/it, Energy=-104.93+0.09j ± 0.36 [σ²=536.64]]
  0%|          | 12/2500 [00:17<1:01:10,  1.48s/it, Energy=-104.93+0.09j ± 0.36 [σ²=536.64]]
  0%|          | 12/2500 [00:19<1:01:10,  1.48s/it, Energy=-116.93-0.03j ± 0.34 [σ²=463.64]]
  1%|          | 13/2500 [00:19<1:01:07,  1.47s/it, Energy=-116.93-0.03j ± 0.34 [σ²=463.64]]
  1%|          | 13/2500 [00:20<1:01:07,  1.47s/it, Energy=-127.97-0.38j ± 0.32 [σ²=423.70]]
  1%|          | 14/2500 [00:20<1:01:04,  1.47s/it, Energy=-127.97-0.38j ± 0.32 [σ²=423.70]]
  1%|          | 14/2500 [00:22<1:01:04,  1.47s/it, Energy=-138.29-0.04j ± 0.28 [σ²=330.23]]
  1%|          | 15/2500 [00:22<1:01:02,  1.47s/it, Energy=-138.29-0.04j ± 0.28 [σ²=330.23]]
  2%|▏         | 41/2500 [01:00<1:00:11,  1.47s/it, Energy=-177.062-0.012j ± 0.064 [σ²=16.724]]
  2%|▏         | 41/2500 [01:01<1:00:11,  1.47s/it, Energy=-177.242+0.026j ± 0.063 [σ²=16.161]]
  2%|▏         | 42/2500 [01:01<1:00:10,  1.47s/it, Energy=-177.242+0.026j ± 0.063 [σ²=16.161]]
  2%|▏         | 42/2500 [01:03<1:00:10,  1.47s/it, Energy=-177.243-0.005j ± 0.062 [σ²=15.737]]
  2%|▏         | 43/2500 [01:03<1:00:10,  1.47s/it, Energy=-177.243-0.005j ± 0.062 [σ²=15.737]]
  2%|▏         | 43/2500 [01:04<1:00:10,  1.47s/it, Energy=-177.348+0.014j ± 0.061 [σ²=15.486]]
  2%|▏         | 44/2500 [01:04<1:00:09,  1.47s/it, Energy=-177.348+0.014j ± 0.061 [σ²=15.486]]
  2%|▏         | 44/2500 [01:06<1:00:09,  1.47s/it, Energy=-177.424+0.009j ± 0.062 [σ²=15.672]]
  2%|▏         | 45/2500 [01:06<1:00:07,  1.47s/it, Energy=-177.424+0.009j ± 0.062 [σ²=15.672]]
  2%|▏         | 45/2500 [01:07<1:00:07,  1.47s/it, Energy=-177.411-0.006j ± 0.060 [σ²=14.820]]
  2%|▏         | 46/2500 [01:07<1:00:03,  1.47s/it, Energy=-177.411-0.006j ± 0.060 [σ²=14.820]]
  2%|▏         | 46/2500 [01:09<1:00:03,  1.47s/it, Energy=-177.461+0.013j ± 0.063 [σ²=16.099]]
  2%|▏         | 47/2500 [01:09<1:00:01,  1.47s/it, Energy=-177.461+0.013j ± 0.063 [σ²=16.099]]
  2%|▏         | 47/2500 [01:10<1:00:01,  1.47s/it, Energy=-177.512-0.003j ± 0.064 [σ²=16.538]]
  2%|▏         | 48/2500 [01:10<1:00:00,  1.47s/it, Energy=-177.512-0.003j ± 0.064 [σ²=16.538]]
  2%|▏         | 48/2500 [01:12<1:00:00,  1.47s/it, Energy=-177.665-0.004j ± 0.060 [σ²=14.742]]
  2%|▏         | 49/2500 [01:12<59:58,  1.47s/it, Energy=-177.665-0.004j ± 0.060 [σ²=14.742]]  
  2%|▏         | 49/2500 [01:13<59:58,  1.47s/it, Energy=-177.510-0.010j ± 0.062 [σ²=15.803]]
  2%|▏         | 50/2500 [01:13<59:58,  1.47s/it, Energy=-177.510-0.010j ± 0.062 [σ²=15.803]]
  2%|▏         | 50/2500 [01:15<59:58,  1.47s/it, Energy=-177.598+0.016j ± 0.060 [σ²=14.726]]
  2%|▏         | 51/2500 [01:15<59:56,  1.47s/it, Energy=-177.598+0.016j ± 0.060 [σ²=14.726]]
  2%|▏         | 51/2500 [01:16<59:56,  1.47s/it, Energy=-177.679+0.006j ± 0.061 [σ²=15.051]]
  2%|▏         | 52/2500 [01:16<59:54,  1.47s/it, Energy=-177.679+0.006j ± 0.061 [σ²=15.051]]
  2%|▏         | 52/2500 [01:18<59:54,  1.47s/it, Energy=-177.631-0.012j ± 0.066 [σ²=18.074]]
  2%|▏         | 53/2500 [01:18<59:53,  1.47s/it, Energy=-177.631-0.012j ± 0.066 [σ²=18.074]]
  2%|▏         | 53/2500 [01:19<59:53,  1.47s/it, Energy=-177.623+0.002j ± 0.059 [σ²=14.451]]
  2%|▏         | 54/2500 [01:19<59:51,  1.47s/it, Energy=-177.623+0.002j ± 0.059 [σ²=14.451]]
  2%|▏         | 54/2500 [01:21<59:51,  1.47s/it, Energy=-177.715-0.001j ± 0.063 [σ²=16.019]]
  2%|▏         | 55/2500 [01:21<59:51,  1.47s/it, Energy=-177.715-0.001j ± 0.063 [σ²=16.019]]
  2%|▏         | 55/2500 [01:22<59:51,  1.47s/it, Energy=-177.769-0.005j ± 0.060 [σ²=14.907]]
  2%|▏         | 56/2500 [01:22<59:50,  1.47s/it, Energy=-177.769-0.005j ± 0.060 [σ²=14.907]]
  2%|▏         | 56/2500 [01:23<59:50,  1.47s/it, Energy=-177.784+0.001j ± 0.062 [σ²=15.951]]
  2%|▏         | 57/2500 [01:23<59:49,  1.47s/it, Energy=-177.784+0.001j ± 0.062 [σ²=15.951]]
  2%|▏         | 57/2500 [01:25<59:49,  1.47s/it, Energy=-177.778+0.001j ± 0.062 [σ²=15.813]]
  2%|▏         | 58/2500 [01:25<59:48,  1.47s/it, Energy=-177.778+0.001j ± 0.062 [σ²=15.813]]
  2%|▏         | 58/2500 [01:26<59:48,  1.47s/it, Energy=-177.755+0.007j ± 0.061 [σ²=15.225]]
  2%|▏         | 59/2500 [01:26<59:44,  1.47s/it, Energy=-177.755+0.007j ± 0.061 [σ²=15.225]]
  2%|▏         | 59/2500 [01:28<59:44,  1.47s/it, Energy=-177.773+0.001j ± 0.061 [σ²=15.213]]
  2%|▏         | 60/2500 [01:28<59:43,  1.47s/it, Energy=-177.773+0.001j ± 0.061 [σ²=15.213]]
  2%|▏         | 60/2500 [01:29<59:43,  1.47s/it, Energy=-177.801-0.003j ± 0.064 [σ²=16.973]]
  2%|▏         | 61/2500 [01:29<59:42,  1.47s/it, Energy=-177.801-0.003j ± 0.064 [σ²=16.973]]
  2%|▏         | 61/2500 [01:31<59:42,  1.47s/it, Energy=-177.927+0.004j ± 0.064 [σ²=16.836]]
  2%|▏         | 62/2500 [01:31<59:40,  1.47s/it, Energy=-177.927+0.004j ± 0.064 [σ²=16.836]]
  2%|▏         | 62/2500 [01:32<59:40,  1.47s/it, Energy=-177.963-0.016j ± 0.060 [σ²=14.823]]
  3%|▎         | 63/2500 [01:32<59:37,  1.47s/it, Energy=-177.963-0.016j ± 0.060 [σ²=14.823]]
  3%|▎         | 63/2500 [01:34<59:37,  1.47s/it, Energy=-177.940-0.004j ± 0.061 [σ²=15.268]]
  3%|▎         | 64/2500 [01:34<59:35,  1.47s/it, Energy=-177.940-0.004j ± 0.061 [σ²=15.268]]
  3%|▎         | 64/2500 [01:35<59:35,  1.47s/it, Energy=-177.772-0.013j ± 0.060 [σ²=14.677]]
  3%|▎         | 65/2500 [01:35<59:34,  1.47s/it, Energy=-177.772-0.013j ± 0.060 [σ²=14.677]]
  3%|▎         | 65/2500 [01:37<59:34,  1.47s/it, Energy=-177.833+0.004j ± 0.062 [σ²=15.809]]
  3%|▎         | 66/2500 [01:37<59:32,  1.47s/it, Energy=-177.833+0.004j ± 0.062 [σ²=15.809]]
  3%|▎         | 66/2500 [01:38<59:32,  1.47s/it, Energy=-177.943-0.001j ± 0.062 [σ²=15.912]]
  3%|▎         | 67/2500 [01:38<59:32,  1.47s/it, Energy=-177.943-0.001j ± 0.062 [σ²=15.912]]
  3%|▎         | 67/2500 [01:40<59:32,  1.47s/it, Energy=-177.845-0.008j ± 0.064 [σ²=16.521]]
  3%|▎         | 68/2500 [01:40<59:32,  1.47s/it, Energy=-177.845-0.008j ± 0.064 [σ²=16.521]]
  3%|▎         | 68/2500 [01:41<59:32,  1.47s/it, Energy=-177.905-0.007j ± 0.061 [σ²=15.154]]
  3%|▎         | 69/2500 [01:41<59:31,  1.47s/it, Energy=-177.905-0.007j ± 0.061 [σ²=15.154]]
  3%|▎         | 69/2500 [01:43<59:31,  1.47s/it, Energy=-177.960-0.004j ± 0.064 [σ²=16.571]]
  3%|▎         | 70/2500 [01:43<59:28,  1.47s/it, Energy=-177.960-0.004j ± 0.064 [σ²=16.571]]
  3%|▎         | 70/2500 [01:44<59:28,  1.47s/it, Energy=-177.927+0.001j ± 0.058 [σ²=13.751]]
  3%|▎         | 71/2500 [01:44<59:27,  1.47s/it, Energy=-177.927+0.001j ± 0.058 [σ²=13.751]]
  3%|▎         | 71/2500 [01:45<59:27,  1.47s/it, Energy=-177.995+0.001j ± 0.060 [σ²=14.707]]
  3%|▎         | 72/2500 [01:45<59:24,  1.47s/it, Energy=-177.995+0.001j ± 0.060 [σ²=14.707]]
  3%|▎         | 72/2500 [01:47<59:24,  1.47s/it, Energy=-177.897-0.002j ± 0.058 [σ²=13.621]]
  3%|▎         | 73/2500 [01:47<59:22,  1.47s/it, Energy=-177.897-0.002j ± 0.058 [σ²=13.621]]
  3%|▎         | 73/2500 [01:48<59:22,  1.47s/it, Energy=-177.854-0.004j ± 0.061 [σ²=15.344]]
  3%|▎         | 74/2500 [01:48<59:21,  1.47s/it, Energy=-177.854-0.004j ± 0.061 [σ²=15.344]]
  3%|▎         | 74/2500 [01:50<59:21,  1.47s/it, Energy=-177.907-0.004j ± 0.059 [σ²=14.131]]
  3%|▎         | 75/2500 [01:50<59:19,  1.47s/it, Energy=-177.907-0.004j ± 0.059 [σ²=14.131]]
  3%|▎         | 75/2500 [01:51<59:19,  1.47s/it, Energy=-178.008+0.002j ± 0.062 [σ²=15.719]]
