Job running on nodes: jean-zay-iam05
Resolved 60 packages in 74ms
Configuring sharding...
Number of distributed processes = 1
Number of total devices: 8
0/1 : global [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : local [CudaDevice(id=0), CudaDevice(id=1), CudaDevice(id=2), CudaDevice(id=3), CudaDevice(id=4), CudaDevice(id=5), CudaDevice(id=6), CudaDevice(id=7)]
0/1 : hostname:  jean-zay-iam05
args_setup: Namespace(config='/lustre/fswork/projects/rech/rgs/uvm91ap/projects/deepNQS/ConvNext/13_12_24/ExpansionFactor/1/config.yaml', system='Shastry_Sutherland', network='ConvNext')
args: Namespace(config=None, system=None, network=None, L=10, J=[0.8, 1.0], n_blocks=[4], features=[72], expansion_factor=1, net_type='Vanilla', kernel_width=3, downsample_factor=2, init_kernel_width=1, samples_per_rank=512, n_chains_per_rank=512, discard_fraction=0.0, iters=[2500, 2500, 2500, 2500], lr=[0.01, 0.01, 0.01, 0.01], diag_shift=[0.01, 0.01, 0.01, 0.01], diag_shift_factor=[0.0001, 0.0001, 0.0001, 0.0001], r=1e-06, save_base='', save_num=0, seed=101, time_it=0, show_progress=1, chunk_size=512, lr_factor=[0.5, 0.5, 0.5, 0.5], save_every=100, symmetries=0, symmetry_ramping=1, momentum=0.9, checkpoint=1, post_iters=50, sweep_factor=1, double_precision=1)
Double precision enabled =  True
Using net_type=Vanilla
Number of symmetry stages = 4
Maximum no. of parameters = 57384, total number of samples = 4096
Using minSR = True
Running optimization...
Symmetry stage 0/3 on process 0:
Compiling...

  0%|          | 0/1 [00:00<?, ?it/s]2024-12-14 02:07:47.503829: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/1 [00:28<?, ?it/s, Energy=56.66-1.75j ± 0.67 [σ²=1825.47]]
100%|██████████| 1/1 [00:00<00:00,  3.53it/s, Energy=56.66-1.75j ± 0.67 [σ²=1825.47]]
100%|██████████| 1/1 [00:00<00:00,  3.53it/s, Energy=56.66-1.75j ± 0.67 [σ²=1825.47]]
Compilation time = 29s
Running optimization...

  0%|          | 0/2500 [00:00<?, ?it/s]2024-12-14 02:08:06.333023: W external/xla/xla/service/gpu/ir_emitter_unnested.cc:1171] Unable to parse backend config for custom call: Could not convert JSON string to proto: Expected : between key:value pair.
= 0 : ui8, lower = t
^
Fall back to parse the raw backend config str.

  0%|          | 0/2500 [00:13<?, ?it/s, Energy=17.05-0.44j ± 0.55 [σ²=1255.42]]
  0%|          | 0/2500 [00:01<?, ?it/s, Energy=-11.44-0.26j ± 0.49 [σ²=985.33]]
  0%|          | 1/2500 [00:01<1:02:50,  1.51s/it, Energy=-11.44-0.26j ± 0.49 [σ²=985.33]]
  0%|          | 1/2500 [00:02<1:02:50,  1.51s/it, Energy=-31.22+0.12j ± 0.43 [σ²=754.75]]
  0%|          | 2/2500 [00:02<1:01:28,  1.48s/it, Energy=-31.22+0.12j ± 0.43 [σ²=754.75]]
  0%|          | 2/2500 [00:04<1:01:28,  1.48s/it, Energy=-48.32+0.66j ± 0.40 [σ²=665.78]]
  0%|          | 3/2500 [00:04<1:01:08,  1.47s/it, Energy=-48.32+0.66j ± 0.40 [σ²=665.78]]
  0%|          | 3/2500 [00:05<1:01:08,  1.47s/it, Energy=-62.91+0.42j ± 0.39 [σ²=613.92]]
  0%|          | 4/2500 [00:05<1:00:58,  1.47s/it, Energy=-62.91+0.42j ± 0.39 [σ²=613.92]]
  0%|          | 4/2500 [00:07<1:00:58,  1.47s/it, Energy=-75.02-0.10j ± 0.37 [σ²=557.92]]
  0%|          | 5/2500 [00:07<1:00:45,  1.46s/it, Energy=-75.02-0.10j ± 0.37 [σ²=557.92]]
  0%|          | 5/2500 [00:08<1:00:45,  1.46s/it, Energy=-88.71-0.22j ± 0.35 [σ²=501.66]]
  0%|          | 6/2500 [00:08<1:00:45,  1.46s/it, Energy=-88.71-0.22j ± 0.35 [σ²=501.66]]
  0%|          | 6/2500 [00:10<1:00:45,  1.46s/it, Energy=-100.59+0.02j ± 0.33 [σ²=451.43]]
  0%|          | 7/2500 [00:10<1:00:44,  1.46s/it, Energy=-100.59+0.02j ± 0.33 [σ²=451.43]]
  0%|          | 7/2500 [00:11<1:00:44,  1.46s/it, Energy=-111.83+0.45j ± 0.32 [σ²=410.00]]
  0%|          | 8/2500 [00:11<1:00:42,  1.46s/it, Energy=-111.83+0.45j ± 0.32 [σ²=410.00]]
  0%|          | 8/2500 [00:13<1:00:42,  1.46s/it, Energy=-122.28+0.24j ± 0.30 [σ²=359.29]]
  0%|          | 9/2500 [00:13<1:00:41,  1.46s/it, Energy=-122.28+0.24j ± 0.30 [σ²=359.29]]
  0%|          | 9/2500 [00:14<1:00:41,  1.46s/it, Energy=-132.39+0.10j ± 0.27 [σ²=306.68]]
  0%|          | 10/2500 [00:14<1:00:41,  1.46s/it, Energy=-132.39+0.10j ± 0.27 [σ²=306.68]]
  0%|          | 10/2500 [00:16<1:00:41,  1.46s/it, Energy=-141.07-0.14j ± 0.25 [σ²=252.10]]
  0%|          | 11/2500 [00:16<1:00:32,  1.46s/it, Energy=-141.07-0.14j ± 0.25 [σ²=252.10]]
  0%|          | 11/2500 [00:17<1:00:32,  1.46s/it, Energy=-148.82+0.13j ± 0.23 [σ²=211.55]]
  0%|          | 12/2500 [00:17<1:00:31,  1.46s/it, Energy=-148.82+0.13j ± 0.23 [σ²=211.55]]
  0%|          | 12/2500 [00:19<1:00:31,  1.46s/it, Energy=-154.31-0.19j ± 0.21 [σ²=172.48]]
  1%|          | 13/2500 [00:19<1:00:30,  1.46s/it, Energy=-154.31-0.19j ± 0.21 [σ²=172.48]]
  1%|          | 13/2500 [00:20<1:00:30,  1.46s/it, Energy=-158.28-0.11j ± 0.18 [σ²=138.75]]
  1%|          | 14/2500 [00:20<1:00:31,  1.46s/it, Energy=-158.28-0.11j ± 0.18 [σ²=138.75]]
  1%|          | 14/2500 [00:21<1:00:31,  1.46s/it, Energy=-161.73+0.02j ± 0.17 [σ²=112.01]]
  1%|          | 15/2500 [00:21<1:00:30,  1.46s/it, Energy=-161.73+0.02j ± 0.17 [σ²=112.01]]
  2%|▏         | 41/2500 [01:01<59:41,  1.46s/it, Energy=-177.027+0.004j ± 0.070 [σ²=20.250]]
  2%|▏         | 42/2500 [01:01<59:39,  1.46s/it, Energy=-177.027+0.004j ± 0.070 [σ²=20.250]]
  2%|▏         | 42/2500 [01:02<59:39,  1.46s/it, Energy=-176.985-0.018j ± 0.067 [σ²=18.350]]
  2%|▏         | 43/2500 [01:02<59:37,  1.46s/it, Energy=-176.985-0.018j ± 0.067 [σ²=18.350]]
  2%|▏         | 43/2500 [01:04<59:37,  1.46s/it, Energy=-177.043-0.022j ± 0.068 [σ²=19.054]]
  2%|▏         | 44/2500 [01:04<59:36,  1.46s/it, Energy=-177.043-0.022j ± 0.068 [σ²=19.054]]
  2%|▏         | 44/2500 [01:05<59:36,  1.46s/it, Energy=-177.117-0.008j ± 0.071 [σ²=20.886]]
  2%|▏         | 45/2500 [01:05<59:34,  1.46s/it, Energy=-177.117-0.008j ± 0.071 [σ²=20.886]]
  2%|▏         | 45/2500 [01:07<59:34,  1.46s/it, Energy=-177.273-0.005j ± 0.068 [σ²=18.723]]
  2%|▏         | 46/2500 [01:07<59:32,  1.46s/it, Energy=-177.273-0.005j ± 0.068 [σ²=18.723]]
  2%|▏         | 46/2500 [01:08<59:32,  1.46s/it, Energy=-177.317+0.020j ± 0.068 [σ²=18.869]]
  2%|▏         | 47/2500 [01:08<59:30,  1.46s/it, Energy=-177.317+0.020j ± 0.068 [σ²=18.869]]
  2%|▏         | 47/2500 [01:10<59:30,  1.46s/it, Energy=-177.253+0.005j ± 0.068 [σ²=19.002]]
  2%|▏         | 48/2500 [01:10<59:30,  1.46s/it, Energy=-177.253+0.005j ± 0.068 [σ²=19.002]]
  2%|▏         | 48/2500 [01:11<59:30,  1.46s/it, Energy=-177.346-0.002j ± 0.068 [σ²=18.964]]
  2%|▏         | 49/2500 [01:11<59:28,  1.46s/it, Energy=-177.346-0.002j ± 0.068 [σ²=18.964]]
  2%|▏         | 49/2500 [01:12<59:28,  1.46s/it, Energy=-177.458+0.003j ± 0.067 [σ²=18.558]]
  2%|▏         | 50/2500 [01:12<59:30,  1.46s/it, Energy=-177.458+0.003j ± 0.067 [σ²=18.558]]
  2%|▏         | 50/2500 [01:14<59:30,  1.46s/it, Energy=-177.417-0.008j ± 0.070 [σ²=20.339]]
  2%|▏         | 51/2500 [01:14<59:21,  1.45s/it, Energy=-177.417-0.008j ± 0.070 [σ²=20.339]]
  2%|▏         | 51/2500 [01:15<59:21,  1.45s/it, Energy=-177.398-0.017j ± 0.073 [σ²=21.667]]
  2%|▏         | 52/2500 [01:15<59:22,  1.46s/it, Energy=-177.398-0.017j ± 0.073 [σ²=21.667]]
  2%|▏         | 52/2500 [01:17<59:22,  1.46s/it, Energy=-177.367-0.010j ± 0.070 [σ²=20.117]]
  2%|▏         | 53/2500 [01:17<59:21,  1.46s/it, Energy=-177.367-0.010j ± 0.070 [σ²=20.117]]
  2%|▏         | 53/2500 [01:18<59:21,  1.46s/it, Energy=-177.486-0.005j ± 0.065 [σ²=17.158]]
  2%|▏         | 54/2500 [01:18<59:20,  1.46s/it, Energy=-177.486-0.005j ± 0.065 [σ²=17.158]]
  2%|▏         | 54/2500 [01:20<59:20,  1.46s/it, Energy=-177.596-0.004j ± 0.067 [σ²=18.122]]
  2%|▏         | 55/2500 [01:20<59:13,  1.45s/it, Energy=-177.596-0.004j ± 0.067 [σ²=18.122]]
  2%|▏         | 55/2500 [01:21<59:13,  1.45s/it, Energy=-177.656-0.016j ± 0.067 [σ²=18.446]]
  2%|▏         | 56/2500 [01:21<59:13,  1.45s/it, Energy=-177.656-0.016j ± 0.067 [σ²=18.446]]
  2%|▏         | 56/2500 [01:23<59:13,  1.45s/it, Energy=-177.585+0.002j ± 0.065 [σ²=17.365]]
  2%|▏         | 57/2500 [01:23<59:09,  1.45s/it, Energy=-177.585+0.002j ± 0.065 [σ²=17.365]]
  2%|▏         | 57/2500 [01:24<59:09,  1.45s/it, Energy=-177.697-0.011j ± 0.066 [σ²=17.713]]
  2%|▏         | 58/2500 [01:24<59:10,  1.45s/it, Energy=-177.697-0.011j ± 0.066 [σ²=17.713]]
  2%|▏         | 58/2500 [01:26<59:10,  1.45s/it, Energy=-177.589+0.001j ± 0.064 [σ²=17.018]]
  2%|▏         | 59/2500 [01:26<59:11,  1.45s/it, Energy=-177.589+0.001j ± 0.064 [σ²=17.018]]
  2%|▏         | 59/2500 [01:27<59:11,  1.45s/it, Energy=-177.660-0.002j ± 0.067 [σ²=18.411]]
  2%|▏         | 60/2500 [01:27<59:11,  1.46s/it, Energy=-177.660-0.002j ± 0.067 [σ²=18.411]]
  2%|▏         | 60/2500 [01:28<59:11,  1.46s/it, Energy=-177.676+0.000j ± 0.065 [σ²=17.365]]
  2%|▏         | 61/2500 [01:28<59:10,  1.46s/it, Energy=-177.676+0.000j ± 0.065 [σ²=17.365]]
  2%|▏         | 61/2500 [01:30<59:10,  1.46s/it, Energy=-177.594-0.001j ± 0.063 [σ²=16.151]]
  2%|▏         | 62/2500 [01:30<59:09,  1.46s/it, Energy=-177.594-0.001j ± 0.063 [σ²=16.151]]
  2%|▏         | 62/2500 [01:31<59:09,  1.46s/it, Energy=-177.630-0.002j ± 0.063 [σ²=16.068]]
  3%|▎         | 63/2500 [01:31<59:02,  1.45s/it, Energy=-177.630-0.002j ± 0.063 [σ²=16.068]]
  3%|▎         | 63/2500 [01:33<59:02,  1.45s/it, Energy=-177.693+0.007j ± 0.064 [σ²=16.598]]
  3%|▎         | 64/2500 [01:33<59:03,  1.45s/it, Energy=-177.693+0.007j ± 0.064 [σ²=16.598]]
  3%|▎         | 64/2500 [01:34<59:03,  1.45s/it, Energy=-177.641-0.001j ± 0.063 [σ²=16.290]]
  3%|▎         | 65/2500 [01:34<58:58,  1.45s/it, Energy=-177.641-0.001j ± 0.063 [σ²=16.290]]
  3%|▎         | 65/2500 [01:36<58:58,  1.45s/it, Energy=-177.541+0.005j ± 0.066 [σ²=17.991]]
  3%|▎         | 66/2500 [01:36<58:59,  1.45s/it, Energy=-177.541+0.005j ± 0.066 [σ²=17.991]]
  3%|▎         | 66/2500 [01:37<58:59,  1.45s/it, Energy=-177.683+0.003j ± 0.065 [σ²=17.278]]
  3%|▎         | 67/2500 [01:37<58:59,  1.45s/it, Energy=-177.683+0.003j ± 0.065 [σ²=17.278]]
  3%|▎         | 67/2500 [01:39<58:59,  1.45s/it, Energy=-177.733-0.010j ± 0.062 [σ²=15.898]]
  3%|▎         | 68/2500 [01:39<58:53,  1.45s/it, Energy=-177.733-0.010j ± 0.062 [σ²=15.898]]
  3%|▎         | 68/2500 [01:40<58:53,  1.45s/it, Energy=-177.691+0.008j ± 0.066 [σ²=17.802]]
  3%|▎         | 69/2500 [01:40<58:55,  1.45s/it, Energy=-177.691+0.008j ± 0.066 [σ²=17.802]]
  3%|▎         | 69/2500 [01:42<58:55,  1.45s/it, Energy=-177.729-0.004j ± 0.068 [σ²=19.093]]
  3%|▎         | 70/2500 [01:42<58:50,  1.45s/it, Energy=-177.729-0.004j ± 0.068 [σ²=19.093]]
  3%|▎         | 70/2500 [01:43<58:50,  1.45s/it, Energy=-177.752+0.006j ± 0.066 [σ²=17.602]]
  3%|▎         | 71/2500 [01:43<58:52,  1.45s/it, Energy=-177.752+0.006j ± 0.066 [σ²=17.602]]
  3%|▎         | 71/2500 [01:44<58:52,  1.45s/it, Energy=-177.761-0.007j ± 0.064 [σ²=16.647]]
  3%|▎         | 72/2500 [01:44<58:49,  1.45s/it, Energy=-177.761-0.007j ± 0.064 [σ²=16.647]]
  3%|▎         | 72/2500 [01:46<58:49,  1.45s/it, Energy=-177.693+0.000j ± 0.066 [σ²=17.949]]
  3%|▎         | 73/2500 [01:46<58:49,  1.45s/it, Energy=-177.693+0.000j ± 0.066 [σ²=17.949]]
  3%|▎         | 73/2500 [01:47<58:49,  1.45s/it, Energy=-177.854+0.009j ± 0.065 [σ²=17.562]]
  3%|▎         | 74/2500 [01:47<58:48,  1.45s/it, Energy=-177.854+0.009j ± 0.065 [σ²=17.562]]
  3%|▎         | 74/2500 [01:49<58:48,  1.45s/it, Energy=-177.891+0.002j ± 0.062 [σ²=15.673]]
  3%|▎         | 75/2500 [01:49<58:48,  1.46s/it, Energy=-177.891+0.002j ± 0.062 [σ²=15.673]]
  3%|▎         | 75/2500 [01:50<58:48,  1.46s/it, Energy=-177.727+0.001j ± 0.062 [σ²=15.961]]
  3%|▎         | 76/2500 [01:50<58:47,  1.46s/it, Energy=-177.727+0.001j ± 0.062 [σ²=15.961]]
  3%|▎         | 76/2500 [01:52<58:47,  1.46s/it, Energy=-177.846+0.001j ± 0.064 [σ²=16.728]]
